name,address,postal_code,COMMUNE,nom_commune,domain_code,domain,subdomain_code,subdomain,type_code,type,geoloc_quality_code,longitude,latitude
JBL 8,AV DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B306,MAGASIN DE MEUBLES,11,-1.10039,46.10491
BM CREATIONS,2 B RUE DES CHENES,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B306,MAGASIN DE MEUBLES,11,-1.09574,46.10181
FGH DISTRIBUTION,3 RUE DES FOURS N CHAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B306,MAGASIN DE MEUBLES,11,-1.10035,46.1061
LA ROCHELLE CBRP 2,18 AV DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B306,MAGASIN DE MEUBLES,11,-1.10023,46.10743
KITCH 17,1 AV DES ORMEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B306,MAGASIN DE MEUBLES,11,-1.09706,46.10328
LA ROCHELLE CBRP 3,27 AV DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B306,MAGASIN DE MEUBLES,11,-1.10067,46.10734
LITERIE VALENTIN,6215 AV DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B306,MAGASIN DE MEUBLES,11,-1.09895,46.10517
MEUBLES IKEA FRANCE,14 AV DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B306,MAGASIN DE MEUBLES,11,-1.09905,46.10651
OCEAN DISTRIBUTION,AV DES ORMEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B306,MAGASIN DE MEUBLES,11,-1.09778,46.10052
MGV ANGOULINS,13 AV DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B306,MAGASIN DE MEUBLES,11,-1.09912,46.10643
LRS DECO,1 AV DES ORMEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B306,MAGASIN DE MEUBLES,11,-1.09706,46.10328
JACK SHOES,RTE NATIONALE 137,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B307,MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,11,-1.09631,46.10466
SPORTLIFE,RUE DU MOULIN DE LA PIERRE,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B307,MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,12,-1.09956,46.10137
TERRES ET EAUX,RUE DU MOULIN DE LA PIERRE,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B307,MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,12,-1.10479,46.10208
LABEL MENUISERIES NEGOCE,LD ZAC DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B309,DROGUERIE QUINCAILLERIE BRICOLAGE,22,-1.09717,46.10416
MARIONNAUD LAFAYETTE,CTRE COMMERCIAL CARREFOUR,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B310,PARFUMERIE-COSMÉTIQUE,33,-1.14147,46.10706
DELPHINE BALLESTEROS,CTRE COMMERCIAL CARREFOUR,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B310,PARFUMERIE-COSMÉTIQUE,33,-1.10397,46.10842
LACADOPT,137 RTE NATIONALE,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B310,PARFUMERIE-COSMÉTIQUE,33,-1.10513,46.10658
THOM,RTE DE ROCHEFORT,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B311,HORLOGERIE-BIJOUTERIE,11,-1.10281,46.11027
THOM,RTE DE ROCHEFORT RN 137,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B311,HORLOGERIE-BIJOUTERIE,11,-1.10281,46.11027
MACO SAINTES,RTE DE ROCHEFORT,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B311,HORLOGERIE-BIJOUTERIE,11,-1.10281,46.11027
CROC & FUN,AV ALBERT DENIS,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B312,FLEURISTE-JARDINERIE-ANIMALERIE,12,-1.09996,46.10676
MAXI ZOO FRANCE,AV DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B312,FLEURISTE-JARDINERIE-ANIMALERIE,11,-1.10039,46.10491
JARDILAND,ZAC DES ORMEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B312,FLEURISTE-JARDINERIE-ANIMALERIE,11,-1.09766,46.10205
UPD RETAIL DIVISION,RTE DE ROCHEFORT,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B312,FLEURISTE-JARDINERIE-ANIMALERIE,11,-1.10281,46.11027
ALLARD OPTIQUE,RTE NATIONALE 137,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B313,MAGASIN D’OPTIQUE,11,-1.09631,46.10466
GRANDVISION FRANCE,ZAC DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B313,MAGASIN D’OPTIQUE,11,-1.09841,46.10459
BB-ANGOULINS,4 AV DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B313,MAGASIN D’OPTIQUE,11,-1.09822,46.10527
MADEL,DU CENTRE COMMERCIAL CARREFOUR,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B313,MAGASIN D’OPTIQUE,33,-1.10676,46.11103
OPTIQUE PIRA,LES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B313,MAGASIN D’OPTIQUE,12,-1.10261,46.10757
STATION SERVICE,TOTAL ACCESS RTE DE ROCHEFORT,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B316,STATION-SERVICE,11,-1.09225,46.09945
STATION SERVICE,RTE DE ROCHEFORT,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B316,STATION-SERVICE,11,-1.10281,46.11027
STATION SERVICE,RTE DE LA ROCHELLE RN137,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B316,STATION-SERVICE,11,-1.09355,46.10226
TISSUS TELOR REV'EVOLUTION,LES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B317,COMMERCE DE TISSUS ET MERCERIE,11,-1.10104,46.10624
KING JOUET,LES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B318,COMMERCE DE JEUX ET JOUETS,11,-1.09935,46.10451
KING PARTY II,RTE DE ROCHEFORT,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B318,COMMERCE DE JEUX ET JOUETS,11,-1.10281,46.11027
BOULANGER,AV DES ORMEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B321,"MAGASIN ÉLECTROMÉNAGER, MATÉRIEL AUDIO VIDÉO INFORMATIQUE",11,-1.09607,46.10068
TECHCITY,9 RUE ALBERT DENIS,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B321,"MAGASIN ÉLECTROMÉNAGER, MATÉRIEL AUDIO VIDÉO INFORMATIQUE",11,-1.1007,46.10508
GROUPE CYBERTEK,LES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B321,"MAGASIN ÉLECTROMÉNAGER, MATÉRIEL AUDIO VIDÉO INFORMATIQUE",11,-1.09995,46.10582
D.V.L,23 RUE ALBERT DENIS,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B323,COMMERCE DE BIENS D’OCCASION,11,-1.101,46.10758
CAP 2M,19 AV DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B323,COMMERCE DE BIENS D’OCCASION,11,-1.09954,46.10693
AVGLR,26 AV DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B323,COMMERCE DE BIENS D’OCCASION,11,-1.10012,46.10779
BURO SHOP CONCEPT,2 AV DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B325,PAPETERIE ET PRESSE,11,-1.0972,46.10413
ANGOULINS,137 RTE DE ROCHEFORT,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B326,STATION DE RECHARGE DE VÉHICULES ÉLECTRIQUES,_Z,-1.10341,46.11218
ALLEGO ALLEGO - CARREFOUR ANGOULINS,CAR ROUTE DE ROCHEFORT,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B326,STATION DE RECHARGE DE VÉHICULES ÉLECTRIQUES,_Z,-1.10343,46.11107
EASY CHARGE/JSXHVQBXWH,AV DES FOURNEAUX ANGOULINS,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B326,STATION DE RECHARGE DE VÉHICULES ÉLECTRIQUES,_Z,-1.1007,46.1085
HOTELF1 - ANGOULINS-SUR-MER,28 AV DES FOURNEAUX,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B326,STATION DE RECHARGE DE VÉHICULES ÉLECTRIQUES,_Z,-1.10029,46.1081
LIEU DIT LES CADELIS EST HÔTEL 1ERE CLASSE 17,LD LES CADELIS EST,17690,17010,ANGOULINS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B326,STATION DE RECHARGE DE VÉHICULES ÉLECTRIQUES,_Z,-1.09384,46.10347
ECOLE PRIMAIRE PUBLIQUE JEAN MOULIN,9 RUE SAINT GILLES,17690,17010,ANGOULINS,C,Enseignement,C1,Enseignement du premier degré,C108,ÉCOLE PRIMAIRE,11,-1.11065,46.10612
CLINIQUE D ANGOULINS SUR MER,AV DES ORMEAUX,17690,17010,ANGOULINS,D,Sante,D1,Etablissements et services de santé,D102,ÉTABLISSEMENT DE SOINS DE SUITE ET DE RÉADAPTATION,11,-1.0955,46.09959
MAISON DE SANTE PLURIDISCIPLINAIRE ANGOUL SANTE SISA,PL DE LA REPUBLIQUE,17690,17010,ANGOULINS,D,Sante,D1,Etablissements et services de santé,D113,MAISON DE SANTÉ PLURIDISCIPLINAIRE,11,-1.11017,46.10459
CONSULT DE PROTECTION INFANTILE,CHE SAINT GILLES,17690,17010,ANGOULINS,D,Sante,D1,Etablissements et services de santé,D115,SERVICES DE SANTÉ MATERNELLE ET INFANTILE,11,-1.11007,46.10606
"DELPHINE VERRIEZ, AUDIO-PROTHÉSISTE",8 CHE DE LA VELAINE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D246,AUDIOPROTHESISTE,11,-1.10467,46.10864
"GERALDINE FUZEAU, ERGOTHÉRAPEUTE",4 RUE FRANCOIS PERSONNAT,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D247,ERGOTHÉRAPEUTE,11,-1.10856,46.10518
"SOPHIE DEROT, DIÉTÉTICIEN",6 IMP ALAIN COLAS,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D249,DIÉTÉTICIEN,11,-1.10814,46.111
"STEPHANIE GUILLET, DIÉTÉTICIEN",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D249,DIÉTÉTICIEN,11,-1.10915,46.10661
"LEA BOYER, PSYCHOLOGUE",7 PL DES GOLENES,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D250,PSYCHOLOGUE,11,-1.10872,46.10472
"AIDA ALFONSO PEREZ, PSYCHOLOGUE",10 B RUE DES CINQ QUARTIERS,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D250,PSYCHOLOGUE,11,-1.1063,46.10128
"BARBARA JOST, PSYCHOLOGUE",31 B RUE CARNOT,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D250,PSYCHOLOGUE,11,-1.10812,46.10414
"MARIE LEBIGRE, PSYCHOLOGUE",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D250,PSYCHOLOGUE,11,-1.10915,46.10661
"CAMILLE BEAUCHAMPS, PSYCHOLOGUE",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D250,PSYCHOLOGUE,11,-1.10915,46.10661
"MARION ROUSSARIE, MÉDECIN",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,11,-1.10915,46.10661
"JEAN-CHRISTOPHE ROTH, MÉDECIN",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,11,-1.10915,46.10661
"MARIE-LAN ESNAULT-PRUNIER, MÉDECIN",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,11,-1.10915,46.10661
"ANNE-LAURE CAPITAINE, MÉDECIN",9 AV DES ORMEAUX,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D271,SPÉCIALISTE EN OTO-RHINO-LARYNGOLOGIE,11,-1.0955,46.09959
"LOUIS PARQUET, MÉDECIN",9 AV DES ORMEAUX,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D271,SPÉCIALISTE EN OTO-RHINO-LARYNGOLOGIE,11,-1.0955,46.09959
"NICOLAS BAUZA, CHIRURGIEN-DENTISTE",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-1.10915,46.10661
"ARMANCE VERRIER--GABAIN, CHIRURGIEN-DENTISTE",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-1.10915,46.10661
"SELIM SAVRAN, CHIRURGIEN-DENTISTE",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-1.10915,46.10661
"JULIEN DROUET, MASSEUR-KINÉSITHÉRAPEUTE",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.10915,46.10661
"LAURA GABRILLARGUES, MASSEUR-KINÉSITHÉRAPEUTE",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.10915,46.10661
"ALAIN DURRMANN, MASSEUR-KINÉSITHÉRAPEUTE",9 AV DES ORMEAUX,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.0955,46.09959
"LYDIE-ANNE BEAULANDE-GASPARD, MASSEUR-KINÉSITHÉRAPEUTE",9 AV DES ORMEAUX,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.0955,46.09959
"LAURA AUGE, MASSEUR-KINÉSITHÉRAPEUTE",31 B RUE CARNOT,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.10812,46.10414
"CHRISTOPHE VINCENEUX, MASSEUR-KINÉSITHÉRAPEUTE",22 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.10971,46.10821
"AURELIE PRIOLLAUD, MASSEUR-KINÉSITHÉRAPEUTE",9 AV DES ORMEAUX,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.0955,46.09959
"CINDY LOFFLER, MASSEUR-KINÉSITHÉRAPEUTE",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.10915,46.10661
"DANIEL PEREA PALLÉES, MASSEUR-KINÉSITHÉRAPEUTE",9 AV DES ORMEAUX,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.0955,46.09959
"THI TRAN, MASSEUR-KINÉSITHÉRAPEUTE",9 AV DES ORMEAUX,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.0955,46.09959
"NOE DANIEL, MASSEUR-KINÉSITHÉRAPEUTE",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.10915,46.10661
"RAPHAEL SAUVAGE, MASSEUR-KINÉSITHÉRAPEUTE",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.10915,46.10661
"MARINE BRIERE, MASSEUR-KINÉSITHÉRAPEUTE",22 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.10971,46.10821
"VICTOR REGAL, MASSEUR-KINÉSITHÉRAPEUTE",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.10915,46.10661
"LILOU TISSERAND, PÉDICURE-PODOLOGUE",5 PL DES GOLENES,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D280,PÉDICURE-PODOLOGUE,11,-1.10872,46.10472
"JULIE AMIAUD, PÉDICURE-PODOLOGUE",5 PL DES GOLENES,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D280,PÉDICURE-PODOLOGUE,11,-1.10872,46.10472
"SARAH CHAUVEAU, INFIRMIER",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D281,INFIRMIER,11,-1.10915,46.10661
"MATHIEU BONIZEC, INFIRMIER",22 CHE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D281,INFIRMIER,11,-1.10971,46.10821
"NADEGE BRIAND, INFIRMIER",18 RUE DES SALINES,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D281,INFIRMIER,11,-1.11193,46.10537
"CHRISTINE PEREIRA, INFIRMIER",11 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D281,INFIRMIER,11,-1.10915,46.10661
"NATACHA LHOUMEAU, INFIRMIER",22 CHE DE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D281,INFIRMIER,11,-1.10971,46.10821
"ANTOINETTE GAULARD, INFIRMIER",3 PL DES GOLENES,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D281,INFIRMIER,11,-1.10872,46.10472
"MATHIEU ALAMARGOT, INFIRMIER",18 RUE DES SALINES,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D281,INFIRMIER,11,-1.11193,46.10537
"MAELE BONNAUD, INFIRMIER",28 RUE GAMBETTA,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D281,INFIRMIER,11,-1.11105,46.10309
"PAULINE CADU, ORTHOPHONISTE",22 CHE TOUCHARE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D282,ORTHOPHONISTE,11,-1.10971,46.10821
"YVANNA DANVY, ORTHOPHONISTE",9 PL DES GOLENES,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D282,ORTHOPHONISTE,11,-1.10872,46.10472
"HELENE CHATEAUVIEUX, ORTHOPHONISTE",57 RTE DE LA DOUANE,17690,17010,ANGOULINS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D282,ORTHOPHONISTE,11,-1.1233,46.10416
PHARMACIE DES COQUILLAGES,RTE DE ROCHEFORT,17690,17010,ANGOULINS,D,Sante,D3,Autres établissements et services à caractère sanitaire,D307,PHARMACIE,11,-1.10281,46.11027
EHPAD LE MOLE D ANGOULINS,15 B RUE DE LA DOUANE,17690,17010,ANGOULINS,D,Sante,D4,Action sociale pour personnes âgées,D401,PERSONNES ÂGÉES : HÉBERGEMENT,21,-1.11726,46.10413
MICRO CRECHE LA SOURIS VERTE ANGOULINS,5 RUE SAINT GILLES,17690,17010,ANGOULINS,D,Sante,D5,Action sociale pour enfants en bas-âge,D502,ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT,11,-1.11007,46.10606
EXTRA ANGOUL VENTS ANGOULINS,5 RUE SAINT GILLES,17690,17010,ANGOULINS,D,Sante,D5,Action sociale pour enfants en bas-âge,D505,ACCUEIL DE LOISIR SANS HÉBERGEMENT,11,-1.11007,46.10606
PERI COMMUNE ANGOULINS,RUE SAINT GILLES,17690,17010,ANGOULINS,D,Sante,D5,Action sociale pour enfants en bas-âge,D505,ACCUEIL DE LOISIR SANS HÉBERGEMENT,12,-1.10901,46.10644
PERI COMMUNE ANGOULINS,18 AV COMMANDANT LISIACK,17690,17010,ANGOULINS,D,Sante,D5,Action sociale pour enfants en bas-âge,D505,ACCUEIL DE LOISIR SANS HÉBERGEMENT,11,-1.11324,46.10692
PERI COMMUNE ANGOULINS,AV DU COMMANDANT LISIACK,17690,17010,ANGOULINS,D,Sante,D5,Action sociale pour enfants en bas-âge,D505,ACCUEIL DE LOISIR SANS HÉBERGEMENT,11,-1.1094,46.10598
PERI ANGOULOISIRS ANGOULINS,5 RUE SAINT GILLES,17690,17010,ANGOULINS,D,Sante,D5,Action sociale pour enfants en bas-âge,D505,ACCUEIL DE LOISIR SANS HÉBERGEMENT,11,-1.11007,46.10606
PERI COMMUNE ANGOULINS,RUE SAINT GILLES,17690,17010,ANGOULINS,D,Sante,D5,Action sociale pour enfants en bas-âge,D505,ACCUEIL DE LOISIR SANS HÉBERGEMENT,12,-1.1103,46.10639
AL ANGOUL LOISIRS,5 RUE SAINT GILLES,17690,17010,ANGOULINS,D,Sante,D5,Action sociale pour enfants en bas-âge,D508,ESPACES DE VIE SOCIALE,11,-1.11007,46.10606
ANGOULINS SUR MER,,17690,17010,ANGOULINS,E,Transports et deplacements,E1,Infrastructures de transports,E109,GARE DE VOYAGEURS D’INTÉRÊT LOCAL,_Z,-1.11562,46.1079
STADE MUNICIPAL,AV DU COMMANDANT LISIACK,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F1,Equipements sportifs,F102,BOULODROME,_Z,-1.11114,46.1069
SALLE POLYVALENTE LOUIS FERRANT,CHE DES MARAIS,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F1,Equipements sportifs,F103,TENNIS,_Z,-1.11569,46.1058
COURTS DE TENNIS,CHE DES MARAIS,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F1,Equipements sportifs,F103,TENNIS,_Z,-1.11683,46.1079
LA PETITE ECURIE,RTE DU PONT DE LA PIERRE,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F1,Equipements sportifs,F106,CENTRE ÉQUESTRE,_Z,-1.11642,46.119
STADE MUNICIPAL,AV DU COMMANDANT LISIACK,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F1,Equipements sportifs,F111,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,_Z,-1.11042,46.1075
SALLE POLYVALENTE LOUIS FERRANT,CHE DES MARAIS,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F1,Equipements sportifs,F113,TERRAINS DE GRANDS JEUX,_Z,-1.11717,46.1055
STADE MUNICIPAL,AV DU COMMANDANT LISIACK,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F1,Equipements sportifs,F113,TERRAINS DE GRANDS JEUX,_Z,-1.11017,46.1071
ESPACE EUROPE,RUE DE VERDUN,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F1,Equipements sportifs,F114,SALLES DE COMBAT,_Z,-1.1095,46.1053
ESPACE EUROPE,RUE DE VERDUN,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F1,Equipements sportifs,F116,SALLES NON SPÉCIALISÉES,_Z,-1.10932,46.10546
LA COLONELLE,ECL ANGOULINS LA COLONELLE,17440,17010,ANGOULINS,F,"Sports, loisirs et culture",F1,Equipements sportifs,F118,SPORTS NAUTIQUES,_Z,-1.1241,46.1122
CENTRE NAUTIQUE,LA PLATERE,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F1,Equipements sportifs,F118,SPORTS NAUTIQUES,_Z,-1.13872,46.1061
SALLE POLYVALENTE LOUIS FERRANT,CHE DES MARAIS,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F1,Equipements sportifs,F121,"SALLES MULTISPORTS, GYMNASES",_Z,-1.11622,46.106
SALLE POLYVALENTE LOUIS FERRANT,CHE DES MARAIS,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F1,Equipements sportifs,F130,SKATEPARK & VÉLO-FREESTYLE,_Z,-1.11564,46.1063
CIRCUIT DE RANDONNEE 1,DEPART MAIRIE,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F2,Equipements de loisirs,F203,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,_Z,-1.10981,46.1054
CIRCUIT DE RANDONNEE 2,DEPART EGLISE,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F2,Equipements de loisirs,F203,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,_Z,-1.10967,46.1047
MÉDIATHÈQUE MUNICIPALE,PL DE LA MAIRIE,17690,17010,ANGOULINS,F,"Sports, loisirs et culture",F3,Equipements culturels et socioculturels,F307,BIBLIOTHÈQUE,11,-1.1097,46.10541
