idINS,distance,tt_bike,tt_car,tt_walk,tt_transit,part_transit,walktime
CRS3035RES200mN2627400E3465200,27532.76783344177,175.56350032530904,46.81470396877033,254.6781522446324,45.10618368279433,0.5126089785296031,16.604551454536224
CRS3035RES200mN2632600E3489200,39426.76727607995,242.2347028266878,67.18885066001049,341.53757673885195,28.93333333333333,5.059704513256417e-4,28.93333333333333
CRS3035RES200mN2637800E3488800,38382.873666998436,240.19203516754348,61.499514194985544,338.6161429451633,4.2631578947368425,2.2512915304042847e-4,4.2631578947368425
CRS3035RES200mN2637800E3489200,38169.50115197746,239.89663240578255,61.73112965416801,338.17302343348973,9,2.2681421528250307e-4,9
CRS3035RES200mN2607800E3487600,35168.12350016045,223.40803657362872,63.33830606352259,313.92811998716746,NA,NA,NA
CRS3035RES200mN2614800E3468000,26512.238963856144,164.95301011353035,43.43436065019573,232.56655492013437,74.81891275958313,0.5500887398935118,26.707789414385548
CRS3035RES200mN2618200E3464600,26520.325902058114,162.2735928473976,48.72177711980029,236.1995268367732,53.57627493911289,0.5899880983482829,21.07721223154323
CRS3035RES200mN2621000E3497400,38282.766679439206,255.58525672812524,66.48223865121945,360.78719064148265,13.5,9.015913086597852e-5,13.5
CRS3035RES200mN2626000E3459600,36753.701952842166,236.43692875956222,50.89707965623262,344.1861023956683,42.65211936332997,0.4265506784054063,16.3335383404266
CRS3035RES200mN2626000E3460800,31506.48777459408,198.2771848137536,45.42461795606495,290.20139684813756,39.09660754262097,0.48530324737344793,20.173876356121887
CRS3035RES200mN2629400E3485800,34899.68672822702,239.40984820436876,54.040867216934906,337.6921946120173,16.848484848484848,0.001796720169000588,16.848484848484848
CRS3035RES200mN2629600E3460000,33560.09489688492,213.21773769079812,45.54228671228269,311.859873678166,53.865744269214964,0.40808172639839124,19.970964999706872
